ID,Investigators,Institution,Title,Submit_Year,Start_Year,Description
1007613,Dr Mary Bebawy,University of Technology Sydney,Microparticles and Selective Trait Dominance in Multidrug Resistant Cancers,2010,2011,
1007627,Dr Anna Barker,Monash University,"Falls prevention in the acute hospital setting: a multi-centre cluster randomised controlled trial of efficacy, cost effectiveness and sustainability of the 6-PACK program.",2010,2011,
1007628,Dr Arun Krishnan,University of New South Wales,NEU-HORIZONS: The neuroprotection and therapeutic use of riluzole for the prevention of oxaliplatin neurotoxicity study.,2010,2011,
1007641,Prof Stephen O'Leary,University of Melbourne,Surgery for the treatment of otitis media in Indigenous Australian children,2010,2011,
1007647,A/Pr Graeme Hawthorne,University of Melbourne,Depression prevalence: delineation issues in 2007 National Mental Health & Wellbeing and 2008 South Australian Surveys,2010,2011,
1007659,A/Pr Robert Ramsay,University of Melbourne,Role of chromatid cohesion in colon biology and carcinogenesis,2010,2011,
1007676,Dr Paul Crellin,Monash University,Investigating the Mechanisms of Regulation of Mycobacterial Cell Wall Biosynthesis,2010,2011,
1007677,Prof John McGrath,University of Queensland,Neonatal vitamin D status and risk of schizophrenia: a replication in two independent samples,2010,2011,
1007685,A/Pr Sepehr Tabrizi,University of Melbourne,The population impact of human papillomavirus vaccination on circulating genotypes,2010,2011,
1007687,A/Pr Kelsey Hegarty,University of Melbourne,Women's Evaluation of Abuse and Violence Care Randomised Controlled Trial- long term outcomes,2010,2011,
1007703,Dr Yifan Zhan,Walter and Eliza Hall Institute,"The importance of GM-CSF in determining the fate and function of dendritic cell (DC) subsets: resident DC, inflammatory DC and suppressive DC.",2010,2011,
1007705,Prof Garth Nicholson,University of Sydney,Discovering Genes for X-linked Charcot-Marie-Tooth Neuropathy,2010,2011,
1007706,Dr Helen Rizos,University of Sydney,Dissecting PTEN-regulated pathways in the genesis of melanoma,2010,2011,
1007709,Dr Helen Rizos,University of Sydney,Manipulating the B-RAF/MEK pathway in the genesis and treatment of melanoma,2010,2011,
1007712,A/Pr Elizabeth Woodcock,Baker IDI Heart and Diabetes Institute,SHANK3 as a target to reduce hypertrophy and heart failure,2010,2011,
1007714,Dr Kristy Brown,Prince Henry's Institute of Medical Research,The regulation of aromatase in the context of obesity and postmenopausal breast cancer.,2010,2011,
1007716,Dr Sarah Whittle,University of Melbourne,Biological sensitivity to context: Risk and resilience for adolescent depression,2010,2012,
1007757,Prof Iain Campbell,University of Sydney,Role of IRF8 in central nervous system glial cell function,2010,2011,
1007762,Prof Jayashri Kulkarni,Monash University,Selective Estrogen Receptor Modulators (SERMs) - A Potential New Treatment for women of child-bearing age with Psychotic Symptoms of Schizophrenia,2010,2011,
1007769,Prof Deborah Trinder,University of Western Australia,Defining iron and haem-induced pro-carcinogenic pathways of colorectal cancer,2010,2011,
1007830,Prof Phillip Bird,Monash University,The impact of granzyme B on cytotoxic T cell migration through tissue,2010,2011,
1007878,Prof Sandra Eades,Baker IDI Heart and Diabetes Institute,Intergenerational determinants of fetal growth in Aboriginal Western Australians,2010,2011,
1007886,Prof Len Gray,University of Queensland,Promoting activity for frail aged in post-acute hospital settings: a randomised controlled trial of accelerometry,2010,2011,
1007902,Dr John Stagg,University of Melbourne,The role of CD73 in cancer: validating a novel therapeutic target,2010,2011,
1007907,Dr Siew Yeen Chai,Monash University,Mechanisms of IRAP inhibitors action on memory,2010,2011,
1007911,Dr Karen MacKenzie,University of New South Wales,Upregulation of dyskerin augments telomerase enzyme activity in haematopoietic cells,2010,2011,
1007918,Dr Marc Kvansakul,La Trobe University,Investigating the role of Kaposi sarcoma herpesvirus Bcl-2 in tumourigenesis,2010,2011,
1007937,Dr Jane Hocking,University of Melbourne,A randomised controlled trial to evaluate the effectiveness and cost-effectiveness of chlamydia testing in general practice.,2010,2011,
1007947,Prof Nicholas Dixon,University of Wollongong,Targeting lagging strand DNA replication in model and pathogenic bacteria,2010,2011,
1007948,Prof Stephen O'Leary,University of Melbourne,Protecting hearing during surgery -an experimental and clinical study,2010,2011,
1007954,Dr Michael Duffy,University of Melbourne,Identifying malaria PfEMP1 proteins that elicit antibodies associated with protection from cerebral malaria,2010,2011,
1007965,Prof Michael Abramson,Monash University,Third Euro-Australian Respiratory Health Survey,2010,2011,
1007980,A/Pr Gunasegaran Karupiah,Australian National University,Understanding the key attributes of CD8 T cell receptor transfer as an antiviral strategy and harnessing the process to combat persistent viral infections,2010,2011,
1007986,A/Pr Robert Widdop,Monash University,Central AT2 receptor stimulation improves stroke,2010,2011,
1007994,Dr Karen Canfell,NSW Cancer Council,Evaluation of future cervical cancer prevention strategies in Australia,2010,2011,
1008014,A/Pr Peter Lewis,University of Newcastle,Exploitation of bacterial transcription initiation as a target for new antimicrobials,2010,2011,
1008017,Dr G. Lorimer Moseley,University of South Australia,Refining and testing a promising new treatment for chronic pain.,2010,2011,
1008021,Prof Ian Alexander,University of Sydney,In vivo gene transfer and phenotype correction of normal and urea-cycle deficient primary human hepatocytes in chimeric mouse-human livers: Towards gene therapy for metabolic liver disease,2010,2011,
1008044,Dr Robert Hester,University of Melbourne,Performance monitoring dysfunction in ageing,2010,2011,
1008046,Dr Jenny Gunnersen,University of Melbourne,SEZ6 AND NEURONAL CALCIUM SIGNALLING IN SYNAPSE DEVELOPMENT,2010,2011,
1008048,Dr Thiruma Arumugam,University of Queensland,Gamma-Secretase inhibitors as novel pharmacological agents to target stroke-induced brain injury,2010,2011,
1008053,Prof Gail Risbridger,Monash University,Defining the role of Activin C in gonadal and adrenal tumorigenesis,2010,2011,
1008055,Prof Eric Reynolds,University of Melbourne,Characterisation of a novel Porphyromonas gingivalis regulatory protein that controls virulence related gene expression,2010,2011,
1008061,Prof Eric Reynolds,University of Melbourne,Polymicrobial interactions in chronic periodontitis,2010,2011,
1008062,Prof George Werther,Murdoch Children's Research Institute,Insulin-like growth factor binding protein-2 is a crucial activator of aggressive behaviour in cancer cells,2010,2011,
1008077,Prof Jozef Gecz,University of Adelaide,Identification of genes for X-linked mental retardation.,2010,2011,
1008080,Dr Mayuresh Korgaonkar,University of Sydney,Limbic maturational changes in adolescence and young adulthood (LIMCA) - A longitudinal study,2010,2011,
1008081,A/Pr Andrew Brown,University of New South Wales,Novel control points in cholesterol synthesis,2010,2011,
1008100,Dr Stuart Brierley,University of Adelaide,Ion channels underlying inflammatory and post-inflammatory visceral mechanical hypersensitivity,2010,2011,
1008106,Prof Eric Reynolds,University of Melbourne,Development of antimicrobial peptides targeting oral pathogenic bacteria,2010,2011,
1008117,A/Pr Sharon Naismith,University of Sydney,"Modifiable risks and interventions for cognitive decline, depression and dementia in older people",2010,2011,
1008125,Dr Charles Claudianos,University of Queensland,Neurexin and Neuroligin: A Code for Synaptic Development,2010,2011,
1008131,Dr Ben Croker,Walter and Eliza Hall Institute,Regulation of an IL-18 inflammasome by Wdr1,2010,2011,
1008137,A/Pr Jeremy Thompson,University of Adelaide,Characterisation of Cumulus Cell Molecular Mediators of Oocyte Health,2010,2011,
1008145,Prof Joanne Wood,Queensland University of Technology,The effect of visual impairment arising from the eye diseases glaucoma and age-related maculopathy on driving safety,2010,2011,
1008160,Dr Charles Allan,University of Sydney,FSH control of ovarian function,2010,2011,
1008194,Dr Robyn Jamieson,University of Sydney,"Genomic signposts, high-resolution sequencing and novel genes in eye disease",2010,2011,
1008219,A/Pr Jacqueline Center,Garvan Institute of Medical Research,Prediction of fracture and its adverse outcomes,2010,2011,
1008226,Dr Charles Verge,University of New South Wales,"Cystic Fibrosis - Insulin Deficiency, Early Action (CF-IDEA)",2010,2011,
1008228,Dr Paul Lockhart,Murdoch Children's Research Institute,Characterisation of novel cilia proteins and roles in human disease,2010,2011,
1008252,Prof Peter Angus,University of Melbourne,Targeting the renin angiotensin system in liver fibrosis and portal hypertension,2010,2011,
1008267,Professor Brian Draper,University of New South Wales,Improving Service Provision for Early Onset Dementia: The INSPIRED Study,2010,2011,
1008271,Prof George Patton,Murdoch Children's Research Institute,Mental Disorders and the Social Transitions of Adulthood: a 20-year follow-up of the Victorian Adolescent Health Cohort Study,2010,2011,
1008273,Prof George Patton,Murdoch Children's Research Institute,Adolescent and young adult parental antecedent of health and development in the first year of life,2010,2011,
1008276,Dr Stephen Tong,Monash University,Combination methotrexate and gefitinib to cure ectopic pregnancies: phase I-II clinical trials,2010,2011,
1008282,Prof Rebecca Mason,University of Sydney,Novel strategies for the treatment of bone disease by nutrient activators of calcium-sensing receptors,2010,2011,
1008287,Dr Nicholas Price,Monash University,Neuronal activity and variability underlying perception and action,2010,2011,
1008288,A/Pr Margaret Hibbs,Monash University,Defining the cellular and molecular mechanisms underlying autoimmunity using a model of SLE,2010,2011,
1008298,A/Pr Margaret Hibbs,Monash University,DEFINING SUBPOPULATIONS OF PATHOGENIC MACROPHAGES UNDERLYING LUNG DISEASES,2010,2011,
1008299,Prof Alison Venn,University of Tasmania,Epidemiological approaches to understanding the causes and prevention of chronic disease,2010,2011,
1008307,Prof Glenda Halliday,University of New South Wales,Cellular effects of glucocerebrosidase (GBA) mutations in Lewy body diseases,2010,2011,
1008319,Prof Susan Spence,Griffith University,"Evaluation of Transdiagnostic versus Disorder-Specific, Internet-Based Cognitive-Behaviour Treatment of Anxiety Disorders in Young People",2010,2011,
1008327,A/Pr Gregory Goodall,University of Adelaide,Regulation of the actin cytoskeleton by miR-200,2010,2011,
1008329,Dr Walter Fairlie,Walter and Eliza Hall Institute,The Bcl-2 life/death switch - Why do some Bcl-2 proteins kill cells whilst others promote their survival?,2010,2011,
1008337,Prof David Watson,Flinders University,Efficacy of Ablative Therapies for Barrett's Oesophagus,2010,2011,
1008349,Prof Wayne Tilley,University of Adelaide,Defining mechanisms of androgen receptor action that impede breast cancer progression,2010,2011,
1008367,Prof Andrew Grulich,University of New South Wales,"Viral load, HIV treatment, and HIV transmission in serodiscordant male homosexual couples",2010,2011,
1008394,A/Pr Rachael Moorin,Curtin University of Technology,Policy translation of an Australian evaluation of computed tomography (CT) scanning,2010,2011,
1008396,Prof Anne-Louise Ponsonby,Murdoch Children's Research Institute,Epidemiological investigation of the role of  early life  environment in  the development of  immune function and allergic and autoimmune disease: knowledge generation for future primary prevention.,2010,2011,
1008417,Dr Mark Guthridge,Monash University,The Role of Osteopontin in Leukemia,2010,2011,
1008426,Dr Quenten Schwarz,University of Adelaide,Identifying the embryonic origin of neuroblastoma,2010,2011,
